Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price
CRNX,CRINETICS PHARMACEUTICALS INC,Health Care,Equity,"630,035.25",0.00,"630,035.25","23,465.00",26.85
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Equity,"628,454.07",0.00,"628,454.07","15,979.00",39.33
ALRM,ALARM.COM HOLDINGS INC,Information Technology,Equity,"629,103.52",0.00,"629,103.52","12,304.00",51.13
INDB,INDEPENDENT BANK CORP,Financials,Equity,"626,377.18",0.00,"626,377.18","11,527.00",54.34
BOH,BANK OF HAWAII CORP,Financials,Equity,"624,440.70",0.00,"624,440.70","10,335.00",60.42
NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate,Equity,"625,132.12",0.00,"625,132.12","18,583.00",33.64
WEN,WENDYS,Consumer Discretionary,Equity,"623,386.18",0.00,"623,386.18","48,362.00",12.89
RIOT,RIOT PLATFORMS INC,Information Technology,Equity,"623,749.77",0.00,"623,749.77","91,863.00",6.79
HWKN,HAWKINS INC,Materials,Equity,"623,878.08",0.00,"623,878.08","5,648.00",110.46
ACLX,ARCELLX INC,Health Care,Equity,"620,483.66",0.00,"620,483.66","10,951.00",56.66
BANF,BANCFIRST CORP,Financials,Equity,"620,997.42",0.00,"620,997.42","6,018.00",103.19
TEX,TEREX CORP,Industrials,Equity,"618,897.26",0.00,"618,897.26","18,107.00",34.18
HUN,HUNTSMAN CORP,Materials,Equity,"610,874.88",0.00,"610,874.88","45,452.00",13.44
MAN,MANPOWER INC,Industrials,Equity,"609,456.75",0.00,"609,456.75","12,009.00",50.75
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,Equity,"607,758.70",0.00,"607,758.70","34,010.00",17.87
PFSI,PENNYMAC FINANCIAL SERVICES INC,Financials,Equity,"608,353.92",0.00,"608,353.92","6,814.00",89.28
ACHR,ARCHER AVIATION INC CLASS A,Industrials,Equity,"606,520.98",0.00,"606,520.98","86,399.00",7.02
VCYT,VERACYTE INC,Health Care,Equity,"607,208.25",0.00,"607,208.25","20,073.00",30.25
GPOR,GULFPORT ENERGY CORP,Energy,Equity,"605,592.96",0.00,"605,592.96","3,768.00",160.72
VCEL,VERICEL CORP,Health Care,Equity,"604,156.10",0.00,"604,156.10","14,419.00",41.90
ALHC,ALIGNMENT HEALTHCARE INC,Health Care,Equity,"603,448.24",0.00,"603,448.24","30,508.00",19.78
RXO,RXO INC,Industrials,Equity,"601,309.59",0.00,"601,309.59","42,737.00",14.07
AI,C3 AI INC CLASS A,Information Technology,Equity,"601,955.90",0.00,"601,955.90","29,653.00",20.30
BKU,BANKUNITED INC,Financials,Equity,"599,620.56",0.00,"599,620.56","20,108.00",29.82
UCB,UNITED COMMUNITY BANKS INC,Financials,Equity,"599,207.10",0.00,"599,207.10","25,283.00",23.70
PTEN,PATTERSON UTI ENERGY INC,Energy,Equity,"596,408.28",0.00,"596,408.28","106,692.00",5.59
VCTR,VICTORY CAPITAL HOLDINGS CLASS A I,Financials,Equity,"594,227.52",0.00,"594,227.52","10,992.00",54.06
REZI,RESIDEO TECHNOLOGIES INC,Industrials,Equity,"594,548.38",0.00,"594,548.38","38,161.00",15.58
VKTX,VIKING THERAPEUTICS INC,Health Care,Equity,"593,758.32",0.00,"593,758.32","27,591.00",21.52
CNS,COHEN & STEERS INC,Financials,Equity,"591,475.00",0.00,"591,475.00","8,020.00",73.75
NUVL,NUVALENT INC CLASS A,Health Care,Equity,"591,508.58",0.00,"591,508.58","9,542.00",61.99
DEI,DOUGLAS EMMETT REIT INC,Real Estate,Equity,"591,637.28",0.00,"591,637.28","44,551.00",13.28
MRCY,MERCURY SYSTEMS INC,Industrials,Equity,"591,684.50",0.00,"591,684.50","13,222.00",44.75
SAM,BOSTON BEER INC CLASS A,Consumer Staples,Equity,"592,360.86",0.00,"592,360.86","2,438.00",242.97
HUBG,HUB GROUP INC CLASS A,Industrials,Equity,"588,995.84",0.00,"588,995.84","17,488.00",33.68
CCOI,COGENT COMMUNICATIONS HOLDINGS INC,Communication,Equity,"589,854.72",0.00,"589,854.72","11,648.00",50.64
AKR,ACADIA REALTY TRUST REIT,Real Estate,Equity,"587,387.67",0.00,"587,387.67","31,631.00",18.57
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,Equity,"585,292.40",0.00,"585,292.40","23,870.00",24.52
ACVA,ACV AUCTIONS INC CLASS A,Industrials,Equity,"583,369.01",0.00,"583,369.01","41,699.00",13.99
ALIT,ALIGHT INC CLASS A,Industrials,Equity,"584,388.88",0.00,"584,388.88","117,112.00",4.99
SRRK,SCHOLAR ROCK HOLDING CORP,Health Care,Equity,"579,372.51",0.00,"579,372.51","22,021.00",26.31
CVBF,CVB FINANCIAL CORP,Financials,Equity,"576,599.46",0.00,"576,599.46","34,882.00",16.53
CXT,CRANE NXT,Information Technology,Equity,"573,329.70",0.00,"573,329.70","12,735.00",45.02
CLSKW,CLEANSPARK INC,Information Technology,Equity,"571,027.44",0.00,"571,027.44","80,088.00",7.13
YOU,CLEAR SECURE INC CLASS A,Information Technology,Equity,"572,117.22",0.00,"572,117.22","22,098.00",25.89
AVPT,AVEPOINT INC CLASS A,Information Technology,Equity,"569,606.40",0.00,"569,606.40","39,556.00",14.40
ATKR,ATKORE INC,Industrials,Equity,"569,835.00",0.00,"569,835.00","10,050.00",56.70
RNG,RINGCENTRAL INC CLASS A,Information Technology,Equity,"568,314.17",0.00,"568,314.17","24,613.00",23.09
BFH,BREAD FINANCIAL HOLDINGS INC,Financials,Equity,"568,813.46",0.00,"568,813.46","12,814.00",44.39
IOSP,INNOSPEC INC,Materials,Equity,"567,830.76",0.00,"567,830.76","6,563.00",86.52
PRCT,PROCEPT BIOROBOTICS CORP,Health Care,Equity,"565,538.04",0.00,"565,538.04","11,148.00",50.73
PK,PARK HOTELS RESORTS INC,Real Estate,Equity,"564,715.55",0.00,"564,715.55","59,885.00",9.43
CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,Equity,"565,071.44",0.00,"565,071.44","27,754.00",20.36
BIRK,BIRKENSTOCK HOLDING PLC,Consumer Discretionary,Equity,"558,731.25",0.00,"558,731.25","11,825.00",47.25
ZETA,ZETA GLOBAL HOLDINGS CORP CLASS A,Information Technology,Equity,"559,070.53",0.00,"559,070.53","47,743.00",11.71
SLVM,SYLVAMO CORP,Materials,Equity,"557,229.69",0.00,"557,229.69","9,459.00",58.91
TWST,TWIST BIOSCIENCE CORP,Health Care,Equity,"557,325.45",0.00,"557,325.45","15,215.00",36.63
LXP,LXP INDUSTRIAL TRUST,Real Estate,Equity,"557,955.85",0.00,"557,955.85","75,095.00",7.43
OUT,OUTFRONT MEDIA INC,Real Estate,Equity,"555,895.20",0.00,"555,895.20","39,120.00",14.21
SG,SWEETGREEN INC CLASS A,Consumer Discretionary,Equity,"554,631.63",0.00,"554,631.63","25,291.00",21.93
VERX,VERTEX INC CLASS A,Information Technology,Equity,"553,648.18",0.00,"553,648.18","14,501.00",38.18
BANR,BANNER CORP,Financials,Equity,"552,680.28",0.00,"552,680.28","9,732.00",56.79
PAR,PAR TECHNOLOGY CORP,Information Technology,Equity,"550,769.04",0.00,"550,769.04","10,104.00",54.51
PTON,PELOTON INTERACTIVE CLASS A INC,Consumer Discretionary,Equity,"551,100.00",0.00,"551,100.00","100,200.00",5.50
BRZE,BRAZE INC CLASS A,Information Technology,Equity,"551,336.24",0.00,"551,336.24","18,148.00",30.38
JJSF,J AND J SNACK FOODS CORP,Consumer Staples,Equity,"549,857.20",0.00,"549,857.20","4,153.00",132.40
TDC,TERADATA CORP,Information Technology,Equity,"546,615.58",0.00,"546,615.58","26,509.00",20.62
MQ,MARQETA INC CLASS A,Financials,Equity,"546,996.48",0.00,"546,996.48","142,447.00",3.84
FFBC,FIRST FINANCIAL BANCORP,Financials,Equity,"545,049.45",0.00,"545,049.45","24,585.00",22.17
SSRM,SSR MINING INC,Materials,Equity,"545,098.28",0.00,"545,098.28","53,546.00",10.18
SMG,SCOTTS MIRACLE GRO,Materials,Equity,"545,342.72",0.00,"545,342.72","10,816.00",50.42
CHEF,CHEFS WAREHOUSE INC,Consumer Staples,Equity,"545,602.44",0.00,"545,602.44","10,586.00",51.54
LCII,LCI INDUSTRIES,Consumer Discretionary,Equity,"543,788.02",0.00,"543,788.02","7,013.00",77.54
HNI,HNI CORP,Industrials,Equity,"544,501.11",0.00,"544,501.11","13,017.00",41.83
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,Equity,"543,262.72",0.00,"543,262.72","36,608.00",14.84
PPC,PILGRIMS PRIDE CORP,Consumer Staples,Equity,"541,734.89",0.00,"541,734.89","10,513.00",51.53
FORM,FORMFACTOR INC,Information Technology,Equity,"539,577.33",0.00,"539,577.33","20,571.00",26.23
COLM,COLUMBIA SPORTSWEAR,Consumer Discretionary,Equity,"540,562.10",0.00,"540,562.10","8,234.00",65.65
PYCR,PAYCOR HCM INC,Industrials,Equity,"537,093.80",0.00,"537,093.80","23,924.00",22.45
BOKF,BOK FINANCIAL CORP,Financials,Equity,"538,033.65",0.00,"538,033.65","6,105.00",88.13
AGX,ARGAN INC,Industrials,Equity,"534,474.00",0.00,"534,474.00","3,873.00",138.00
NOG,NORTHERN OIL AND GAS INC,Energy,Equity,"534,637.80",0.00,"534,637.80","24,615.00",21.72
SMTC,SEMTECH CORP,Information Technology,Equity,"535,059.00",0.00,"535,059.00","19,817.00",27.00
TGI,TRIUMPH GROUP INC,Industrials,Equity,"532,898.73",0.00,"532,898.73","21,689.00",24.57
CURB,CURBLINE PROPERTIES,Real Estate,Equity,"531,916.00",0.00,"531,916.00","24,178.00",22.00
IPAR,INTERPARFUMS INC,Consumer Staples,Equity,"530,707.60",0.00,"530,707.60","5,080.00",104.47
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,Equity,"531,214.44",0.00,"531,214.44","11,724.00",45.31
NWL,NEWELL BRANDS INC,Consumer Discretionary,Equity,"528,841.95",0.00,"528,841.95","116,229.00",4.55
FOLD,AMICUS THERAPEUTICS INC,Health Care,Equity,"527,179.80",0.00,"527,179.80","80,980.00",6.51
KAR,OPENLANE INC,Industrials,Equity,"526,425.20",0.00,"526,425.20","28,735.00",18.32
TOWN,TOWNEBANK,Financials,Equity,"526,949.56",0.00,"526,949.56","17,131.00",30.76
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,Equity,"523,209.80",0.00,"523,209.80","12,970.00",40.34
PRDO,PERDOCEO EDUCATION CORP,Consumer Discretionary,Equity,"522,022.89",0.00,"522,022.89","20,257.00",25.77
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,Equity,"522,882.12",0.00,"522,882.12","48,959.00",10.68
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,Equity,"520,633.71",0.00,"520,633.71","14,871.00",35.01
TRN,TRINITY INDUSTRIES INC,Industrials,Equity,"519,835.26",0.00,"519,835.26","20,314.00",25.59
TRMK,TRUSTMARK CORP,Financials,Equity,"519,848.10",0.00,"519,848.10","16,710.00",31.11
VAC,MARRIOTT VACATIONS WORLDWIDE CORP,Consumer Discretionary,Equity,"520,111.35",0.00,"520,111.35","9,845.00",52.83
NATL,NCR ATLEOS CORP,Financials,Equity,"516,454.02",0.00,"516,454.02","21,618.00",23.89
UE,URBAN EDGE PROPERTIES,Real Estate,Equity,"516,991.68",0.00,"516,991.68","30,483.00",16.96
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,Equity,"515,654.34",0.00,"515,654.34","19,466.00",26.49
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,"515,942.16",0.00,"515,942.16","8,044.00",64.14
COTY,COTY INC CLASS A,Consumer Staples,Equity,"512,242.12",0.00,"512,242.12","99,658.00",5.14
BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,Communication,Equity,"512,410.14",0.00,"512,410.14","13,563.00",37.78
VSEC,VSE CORP,Industrials,Equity,"513,365.83",0.00,"513,365.83","4,649.00",110.43
PRK,PARK NATIONAL CORP,Financials,Equity,"509,166.00",0.00,"509,166.00","3,592.00",141.75
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,Equity,"505,422.87",0.00,"505,422.87","15,711.00",32.17
WLY,JOHN WILEY AND SONS INC CLASS A,Communication,Equity,"504,482.55",0.00,"504,482.55","12,165.00",41.47
HHH,HOWARD HUGHES HOLDINGS INC,Real Estate,Equity,"504,601.86",0.00,"504,601.86","7,833.00",64.42
LBTYK,LIBERTY GLOBAL LTD CLASS C,Communication,Equity,"504,888.00",0.00,"504,888.00","46,320.00",10.90
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,Equity,"501,900.84",0.00,"501,900.84","14,154.00",35.46
HP,HELMERICH & PAYNE INC,Energy,Equity,"502,202.88",0.00,"502,202.88","27,264.00",18.42
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Equity,"502,400.66",0.00,"502,400.66","17,803.00",28.22
FRME,FIRST MERCHANTS CORP,Financials,Equity,"499,953.31",0.00,"499,953.31","14,437.00",34.63
SPB,SPECTRUM BRANDS HOLDINGS INC,Consumer Staples,Equity,"500,085.70",0.00,"500,085.70","8,170.00",61.21
APLS,APELLIS PHARMACEUTICALS INC,Health Care,Equity,"500,885.03",0.00,"500,885.03","26,657.00",18.79
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,Equity,"499,115.65",0.00,"499,115.65","13,145.00",37.97
TBBK,BANCORP INC,Financials,Equity,"497,133.12",0.00,"497,133.12","11,572.00",42.96
PINC,PREMIER INC CLASS A,Health Care,Equity,"496,573.00",0.00,"496,573.00","25,796.00",19.25
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,"494,720.80",0.00,"494,720.80","12,880.00",38.41
POWL,POWELL INDUSTRIES INC,Industrials,Equity,"495,184.48",0.00,"495,184.48","2,863.00",172.96
IVT,INVENTRUST PROPERTIES CORP,Real Estate,Equity,"493,738.83",0.00,"493,738.83","18,681.00",26.43
AIR,AAR CORP,Industrials,Equity,"492,449.20",0.00,"492,449.20","9,452.00",52.10
SYNA,SYNAPTICS INC,Information Technology,Equity,"490,594.02",0.00,"490,594.02","10,337.00",47.46
PII,POLARIS INC,Consumer Discretionary,Equity,"491,113.60",0.00,"491,113.60","14,704.00",33.40
ACAD,ACADIA PHARMACEUTICALS INC,Health Care,Equity,"491,479.52",0.00,"491,479.52","34,832.00",14.11
SYBT,STOCK YARDS BANCORP INC,Financials,Equity,"489,332.82",0.00,"489,332.82","7,653.00",63.94
CALX,CALIX NETWORKS INC,Information Technology,Equity,"488,883.48",0.00,"488,883.48","14,646.00",33.38
RKT,ROCKET COMPANIES INC CLASS A,Financials,Equity,"481,258.80",0.00,"481,258.80","40,510.00",11.88
NCNO,NCINO INC,Information Technology,Equity,"480,589.20",0.00,"480,589.20","20,538.00",23.40
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,"478,557.75",0.00,"478,557.75","15,265.00",31.35
RGTI,RIGETTI COMPUTING INC,Information Technology,Equity,"476,868.66",0.00,"476,868.66","50,623.00",9.42
PHIN,PHINIA INC,Consumer Discretionary,Equity,"478,002.00",0.00,"478,002.00","12,579.00",38.00
VAL,VALARIS LTD,Energy,Equity,"475,803.56",0.00,"475,803.56","15,839.00",30.04
WAFD,WAFD INC,Financials,Equity,"474,030.72",0.00,"474,030.72","19,364.00",24.48
LIVN,LIVANOVA PLC,Health Care,Equity,"474,887.40",0.00,"474,887.40","13,910.00",34.14
FWONA,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Equity,"473,239.20",0.00,"473,239.20","6,628.00",71.40
SMMT,SUMMIT THERAPEUTICS INC,Health Care,Equity,"473,424.25",0.00,"473,424.25","23,495.00",20.15
DV,DOUBLEVERIFY HOLDINGS INC,Information Technology,Equity,"471,288.40",0.00,"471,288.40","37,256.00",12.65
LBTYA,LIBERTY GLOBAL LTD CLASS A,Communication,Equity,"472,024.49",0.00,"472,024.49","44,657.00",10.57
VC,VISTEON CORP,Consumer Discretionary,Equity,"472,095.68",0.00,"472,095.68","7,042.00",67.04
PGNY,PROGYNY INC,Health Care,Equity,"472,201.38",0.00,"472,201.38","21,213.00",22.26
BFA,BROWN FORMAN CORP CLASS A,Consumer Staples,Equity,"472,523.04",0.00,"472,523.04","14,267.00",33.12
WERN,WERNER ENTERPRISES INC,Industrials,Equity,"470,694.08",0.00,"470,694.08","16,504.00",28.52
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,"467,652.90",0.00,"467,652.90","5,946.00",78.65
AMKR,AMKOR TECHNOLOGY INC,Information Technology,Equity,"467,739.48",0.00,"467,739.48","29,252.00",15.99
REVG,REV GROUP INC,Industrials,Equity,"468,125.55",0.00,"468,125.55","15,135.00",30.93
UEC,URANIUM ENERGY CORP,Energy,Equity,"464,196.78",0.00,"464,196.78","105,981.00",4.38
CSGS,CSG SYSTEMS INTERNATIONAL INC,Industrials,Equity,"462,836.64",0.00,"462,836.64","7,928.00",58.38
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,Equity,"459,033.60",0.00,"459,033.60","8,340.00",55.04
PAYO,PAYONEER GLOBAL INC,Financials,Equity,"459,362.50",0.00,"459,362.50","73,498.00",6.25
MYRG,MYR GROUP INC,Industrials,Equity,"459,420.34",0.00,"459,420.34","4,106.00",111.89
NBTB,NBT BANCORP INC,Financials,Equity,"459,438.27",0.00,"459,438.27","11,881.00",38.67
STC,STEWART INFO SERVICES CORP,Financials,Equity,"460,145.28",0.00,"460,145.28","7,008.00",65.66
TTMI,TTM TECHNOLOGIES INC,Information Technology,Equity,"457,608.30",0.00,"457,608.30","24,315.00",18.82
MTX,MINERALS TECHNOLOGIES INC,Materials,Equity,"455,121.65",0.00,"455,121.65","8,149.00",55.85
HAYW,HAYWARD HOLDINGS INC,Industrials,Equity,"455,272.20",0.00,"455,272.20","38,130.00",11.94
IPGP,IPG PHOTONICS CORP,Information Technology,Equity,"454,080.56",0.00,"454,080.56","8,587.00",52.88
FIVN,FIVE9 INC,Information Technology,Equity,"454,146.50",0.00,"454,146.50","19,550.00",23.23
ADUS,ADDUS HOMECARE CORP,Health Care,Equity,"454,606.59",0.00,"454,606.59","4,467.00",101.77
ENOV,ENOVIS CORP,Health Care,Equity,"452,610.00",0.00,"452,610.00","14,100.00",32.10
OI,O I GLASS INC,Materials,Equity,"451,725.95",0.00,"451,725.95","43,985.00",10.27
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,Equity,"449,757.75",0.00,"449,757.75","55,185.00",8.15
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,Equity,"448,520.79",0.00,"448,520.79","15,261.00",29.39
CPRI,CAPRI HOLDINGS LTD,Consumer Discretionary,Equity,"448,994.70",0.00,"448,994.70","30,690.00",14.63
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Information Technology,Equity,"446,850.60",0.00,"446,850.60","15,199.00",29.40
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Consumer Discretionary,Equity,"447,843.06",0.00,"447,843.06","29,043.00",15.42
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Equity,"447,968.50",0.00,"447,968.50","8,590.00",52.15
LBRT,LIBERTY ENERGY INC CLASS A,Energy,Equity,"445,911.80",0.00,"445,911.80","41,674.00",10.70
OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,Equity,"446,515.50",0.00,"446,515.50","26,850.00",16.63
BUSE,FIRST BUSEY CORP,Financials,Equity,"444,853.08",0.00,"444,853.08","22,743.00",19.56
ALKT,ALKAMI TECHNOLOGY INC,Information Technology,Equity,"445,243.78",0.00,"445,243.78","18,353.00",24.26
PLUS,EPLUS,Information Technology,Equity,"443,054.40",0.00,"443,054.40","7,660.00",57.84
AGYS,AGILYSYS INC,Information Technology,Equity,"443,163.30",0.00,"443,163.30","6,330.00",70.01
QDEL,QUIDELORTHO CORP,Health Care,Equity,"443,195.50",0.00,"443,195.50","16,775.00",26.42
TDW,TIDEWATER INC,Energy,Equity,"443,700.32",0.00,"443,700.32","13,174.00",33.68
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,"440,098.10",0.00,"440,098.10","9,430.00",46.67
CASH,PATHWARD FINANCIAL INC,Financials,Equity,"440,361.60",0.00,"440,361.60","6,553.00",67.20
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,"438,671.49",0.00,"438,671.49","8,201.00",53.49
GOLF,ACUSHNET HOLDINGS CORP,Consumer Discretionary,Equity,"437,218.24",0.00,"437,218.24","7,184.00",60.86
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"437,675.10",0.00,"437,675.10","26,655.00",16.42
NVCR,NOVOCURE LTD,Health Care,Equity,"436,186.08",0.00,"436,186.08","27,126.00",16.08
PBF,PBF ENERGY INC CLASS A,Energy,Equity,"436,681.26",0.00,"436,681.26","29,229.00",14.94
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,"435,080.23",0.00,"435,080.23","10,907.00",39.89
SXI,STANDEX INTERNATIONAL CORP,Industrials,Equity,"433,819.00",0.00,"433,819.00","3,121.00",139.00
NMRK,NEWMARK GROUP INC CLASS A,Real Estate,Equity,"433,890.99",0.00,"433,890.99","42,003.00",10.33
TARS,TARSUS PHARMACEUTICALS INC,Health Care,Equity,"432,067.16",0.00,"432,067.16","9,793.00",44.12
DIOD,DIODES INC,Information Technology,Equity,"432,558.88",0.00,"432,558.88","12,233.00",35.36
SHC,SOTERA HEALTH COMPANY,Health Care,Equity,"430,805.20",0.00,"430,805.20","40,642.00",10.60
STNG,SCORPIO TANKERS INC,Energy,Equity,"429,574.16",0.00,"429,574.16","12,904.00",33.29
ABR,ARBOR REALTY TRUST REIT INC,Financials,Equity,"430,274.16",0.00,"430,274.16","41,214.00",10.44
FBK,FB FINANCIAL CORP,Financials,Equity,"427,846.31",0.00,"427,846.31","10,489.00",40.79
HBI,HANESBRANDS INC,Consumer Discretionary,Equity,"427,928.08",0.00,"427,928.08","95,948.00",4.46
CCS,CENTURY COMMUNITIES INC,Consumer Discretionary,Equity,"428,587.00",0.00,"428,587.00","7,225.00",59.32
PPBI,PACIFIC PREMIER BANCORP INC,Financials,Equity,"426,326.06",0.00,"426,326.06","22,786.00",18.71
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,"426,949.20",0.00,"426,949.20","2,545.00",167.76
PAGS,PAGSEGURO DIGITAL LTD CLASS A,Financials,Equity,"427,100.80",0.00,"427,100.80","53,056.00",8.05
PRKS,UNITED PARKS AND RESORTS INC,Consumer Discretionary,Equity,"422,175.36",0.00,"422,175.36","10,168.00",41.52
ZD,ZIFF DAVIS INC,Communication,Equity,"422,856.59",0.00,"422,856.59","13,169.00",32.11
RIG,TRANSOCEAN LTD,Energy,Equity,"422,926.49",0.00,"422,926.49","194,897.00",2.17
WKC,WORLD KINECT CORP,Energy,Equity,"423,237.42",0.00,"423,237.42","17,949.00",23.58
DNOW,DNOW INC,Industrials,Equity,"420,965.73",0.00,"420,965.73","27,897.00",15.09
AGL,AGILON HEALTH,Health Care,Equity,"420,216.50",0.00,"420,216.50","76,403.00",5.50
KNTK,KINETIK HOLDINGS INC CLASS A,Energy,Equity,"418,168.08",0.00,"418,168.08","9,768.00",42.81
RAMP,LIVERAMP HOLDINGS INC,Information Technology,Equity,"418,276.45",0.00,"418,276.45","16,805.00",24.89
SGRY,SURGERY PARTNERS INC,Health Care,Equity,"418,714.81",0.00,"418,714.81","20,063.00",20.87
CHCO,CITY HOLDING,Financials,Equity,"418,944.78",0.00,"418,944.78","3,846.00",108.93
CC,CHEMOURS,Materials,Equity,"416,941.70",0.00,"416,941.70","38,570.00",10.81
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,Equity,"417,777.29",0.00,"417,777.29","44,303.00",9.43
BCRX,BIOCRYST PHARMACEUTICALS INC,Health Care,Equity,"415,720.55",0.00,"415,720.55","64,855.00",6.41
TGLS,TECNOGLASS INC,Industrials,Equity,"414,060.00",0.00,"414,060.00","6,000.00",69.01
AGIO,AGIOS PHARMACEUTICALS INC,Health Care,Equity,"414,881.52",0.00,"414,881.52","16,392.00",25.31
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care,Equity,"412,779.16",0.00,"412,779.16","37,628.00",10.97
PD,PAGERDUTY INC,Information Technology,Equity,"412,807.55",0.00,"412,807.55","26,893.00",15.35
CNMD,CONMED CORP,Health Care,Equity,"413,352.45",0.00,"413,352.45","7,905.00",52.29
SHOO,STEVEN MADDEN LTD,Consumer Discretionary,Equity,"411,866.28",0.00,"411,866.28","19,446.00",21.18
UFPT,UFP TECHNOLOGIES INC,Health Care,Equity,"410,132.10",0.00,"410,132.10","1,995.00",205.58
MIRM,MIRUM PHARMACEUTICALS INC,Health Care,Equity,"410,173.20",0.00,"410,173.20","10,485.00",39.12
SUPN,SUPERNUS PHARMACEUTICALS INC,Health Care,Equity,"410,558.98",0.00,"410,558.98","13,214.00",31.07
KMT,KENNAMETAL INC,Industrials,Equity,"408,975.68",0.00,"408,975.68","22,324.00",18.32
WGS,GENEDX HOLDINGS CORP CLASS A,Health Care,Equity,"407,250.14",0.00,"407,250.14","4,397.00",92.62
OII,OCEANEERING INTERNATIONAL INC,Energy,Equity,"407,755.20",0.00,"407,755.20","24,985.00",16.32
CRK,COMSTOCK RESOURCES INC,Energy,Equity,"408,182.70",0.00,"408,182.70","22,614.00",18.05
ALG,ALAMO GROUP INC,Industrials,Equity,"408,231.60",0.00,"408,231.60","2,415.00",169.04
BHVN,BIOHAVEN LTD,Health Care,Equity,"406,563.42",0.00,"406,563.42","23,734.00",17.13
DNLI,DENALI THERAPEUTICS INC,Health Care,Equity,"407,062.50",0.00,"407,062.50","32,565.00",12.50
AMBA,AMBARELLA INC,Information Technology,Equity,"407,105.46",0.00,"407,105.46","9,333.00",43.62
PI,IMPINJ INC,Information Technology,Equity,"404,485.12",0.00,"404,485.12","6,136.00",65.92
MBC,MASTERBRAND INC,Industrials,Equity,"405,179.04",0.00,"405,179.04","34,454.00",11.76
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,"405,593.35",0.00,"405,593.35","35,423.00",11.45
BANC,BANC OF CALIFORNIA INC,Financials,Equity,"401,974.10",0.00,"401,974.10","33,221.00",12.10
ACLS,AXCELIS TECHNOLOGIES INC,Information Technology,Equity,"402,729.32",0.00,"402,729.32","8,906.00",45.22
ASTH,ASTRANA HEALTH INC,Health Care,Equity,"402,750.00",0.00,"402,750.00","12,500.00",32.22
HI,HILLENBRAND INC,Industrials,Equity,"400,587.52",0.00,"400,587.52","19,112.00",20.96
ICFI,ICF INTERNATIONAL INC,Industrials,Equity,"401,585.80",0.00,"401,585.80","4,895.00",82.04
SJW,SJW GROUP,Utilities,Equity,"399,306.42",0.00,"399,306.42","7,734.00",51.63
LGND,LIGAND PHARMACEUTICALS INC,Health Care,Equity,"398,576.15",0.00,"398,576.15","3,935.00",101.29
OFG,OFG BANCORP,Financials,Equity,"396,333.84",0.00,"396,333.84","11,298.00",35.08
CLVT,CLARIVATE PLC,Industrials,Equity,"397,273.60",0.00,"397,273.60","124,148.00",3.20
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,Equity,"395,011.20",0.00,"395,011.20","57,248.00",6.90
WRBY,WARBY PARKER INC CLASS A,Consumer Discretionary,Equity,"395,679.11",0.00,"395,679.11","26,083.00",15.17
ARCB,ARCBEST CORP,Industrials,Equity,"394,662.66",0.00,"394,662.66","6,223.00",63.42
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,"390,934.80",0.00,"390,934.80","4,805.00",81.36
